Value Set Name,Code System,Code,Code Description,,,
Encephalopathy,SNOMEDCT,91483004,Tuberculous encephalitis,,,
Encephalopathy,SNOMEDCT,276828006,Glioblastoma multiforme of brain,,,
Encephalopathy,SNOMEDCT,442212003,Residual cognitive deficit as late effect of cerebrovascular accident,,,
Encephalopathy,SNOMEDCT,73097000,Alcohol amnestic disorder,,,
Encephalopathy,SNOMEDCT,230746009,Obstructive hydrocephalus,,,
Encephalopathy,SNOMEDCT,414400006,Tonsillar hernia into foramen magnum,,,
Encephalopathy,SNOMEDCT,95655001,Ophthalmic migraine,,,
Encephalopathy,SNOMEDCT,34191000119104,Cerebral infarction due to vertebral artery occlusion,,,
Encephalopathy,SNOMEDCT,230710000,Lobar cerebral haemorrhage,,,
Encephalopathy,SNOMEDCT,32875003,Inhalant-induced persisting dementia,,,
Encephalopathy,SNOMEDCT,230388003,Benign occipital epilepsy of childhood - late onset variant,,,
Encephalopathy,SNOMEDCT,99131000119108,Astrocytoma of cerebrum,,,
Encephalopathy,SNOMEDCT,5886004,Cortex contusion without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,389088001,Hypoxia of brain,,,
Encephalopathy,SNOMEDCT,22825007,Cerebellar contusion with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,237662005,Hyperprolactinemia,,,
Encephalopathy,SNOMEDCT,124071000119109,Intractable menstrual migraine,,,
Encephalopathy,SNOMEDCT,230711001,Thalamic haemorrhage,,,
Encephalopathy,SNOMEDCT,230801000,Post-ictal coma,,,
Encephalopathy,SNOMEDCT,80098002,Diffuse Lewy body disease,,,
Encephalopathy,SNOMEDCT,8837000,Amphetamine delirium,,,
Encephalopathy,SNOMEDCT,312936002,Anxiolytic-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,230318005,Idiopathic familial dystonia,,,
Encephalopathy,SNOMEDCT,70936005,"Multi-infarct dementia, uncomplicated",,,
Encephalopathy,SNOMEDCT,342741000119103,Cortical blindness of right side of brain,,,
Encephalopathy,SNOMEDCT,276730002,Dermoid cyst of brain,,,
Encephalopathy,SNOMEDCT,315046005,Traumatic subdural hematoma without open intracranial wound,,,
Encephalopathy,SNOMEDCT,46263000,Cataplexy,,,
Encephalopathy,SNOMEDCT,7713009,Intrapontine haemorrhage,,,
Encephalopathy,SNOMEDCT,230452009,Toothbrushing epilepsy,,,
Encephalopathy,SNOMEDCT,193031009,Cluster headache,,,
Encephalopathy,SNOMEDCT,107571000119101,Oligodendroglioma of brain stem,,,
Encephalopathy,SNOMEDCT,83157008,Fatal familial insomnia,,,
Encephalopathy,SNOMEDCT,141991000119109,Delusions in Alzheimer's disease,,,
Encephalopathy,SNOMEDCT,17151000119108,Partial growth hormone deficiency,,,
Encephalopathy,SNOMEDCT,698762005,Refractory myoclonic epilepsy,,,
Encephalopathy,SNOMEDCT,93726004,Primary malignant neoplasm of brain stem,,,
Encephalopathy,SNOMEDCT,41713005,Benedikt's syndrome,,,
Encephalopathy,SNOMEDCT,32106001,Cortex contusion without open intracranial wound,,,
Encephalopathy,SNOMEDCT,253186001,Chiari malformation type III,,,
Encephalopathy,SNOMEDCT,88008005,Multiple open fractures of skull AND/OR face with cerebral laceration AND/OR contusion,,,
Encephalopathy,SNOMEDCT,15771004,Diabetes insipidus,,,
Encephalopathy,SNOMEDCT,230400008,Opercular epilepsy,,,
Encephalopathy,SNOMEDCT,424340000,Hepatic coma due to chronic hepatitis B,,,
Encephalopathy,SNOMEDCT,192701001,Toxoplasma encephalitis,,,
Encephalopathy,SNOMEDCT,422527005,Refractory infantile spasms,,,
Encephalopathy,SNOMEDCT,230404004,Occipital lobe epilepsy,,,
Encephalopathy,SNOMEDCT,398329009,Human immunodeficiency virus encephalitis,,,
Encephalopathy,SNOMEDCT,262952002,Traumatic subdural hematoma,,,
Encephalopathy,SNOMEDCT,206419007,Cerebellar (nontraumatic) and posterior fossa hemorrhage of fetus and newborn,,,
Encephalopathy,SNOMEDCT,18485009,Intracranial hemorrhage following injury without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,230355005,Encephalopathy due to heavy metals,,,
Encephalopathy,SNOMEDCT,822021000000103,Acute encephalitis,,,
Encephalopathy,SNOMEDCT,192958009,Hypotonic cerebral palsy,,,
Encephalopathy,SNOMEDCT,230523009,Infarction of optic radiation,,,
Encephalopathy,SNOMEDCT,309789002,Encephalitis due to influenza,,,
Encephalopathy,SNOMEDCT,192714000,Post rabies vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,84900008,Cerebellar laceration with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,262688009,Cortex laceration and contusion,,,
Encephalopathy,SNOMEDCT,206238001,Cerebral oedema due to birth injury,,,
Encephalopathy,SNOMEDCT,91216000,Intracranial haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,95643007,Autoimmune encephalitis,,,
Encephalopathy,SNOMEDCT,312991009,Senile dementia of the Lewy body type,,,
Encephalopathy,SNOMEDCT,90768003,Contusion of brain without open intracranial wound,,,
Encephalopathy,SNOMEDCT,105421000119105,Early onset Alzheimer's disease with behavioral disturbance,,,
Encephalopathy,SNOMEDCT,16907002,Extradural haemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,44145005,Benign Rolandic epilepsy,,,
Encephalopathy,SNOMEDCT,421529006,Dementia associated with AIDS,,,
Encephalopathy,SNOMEDCT,230454005,Aquagenic epilepsy,,,
Encephalopathy,SNOMEDCT,25397008,Aqueduct of Sylvius anomaly,,,
Encephalopathy,SNOMEDCT,230232005,Late onset cerebellar ataxia,,,
Encephalopathy,SNOMEDCT,42429001,Cerebromeningeal hemorrhage,,,
Encephalopathy,SNOMEDCT,65096006,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium",,,
Encephalopathy,SNOMEDCT,56194001,Caffeine-induced sleep disorder,,,
Encephalopathy,SNOMEDCT,230191005,Rasmussen syndrome,,,
Encephalopathy,SNOMEDCT,195209007,Middle cerebral artery syndrome,,,
Encephalopathy,SNOMEDCT,230283005,Punch drunk syndrome,,,
Encephalopathy,SNOMEDCT,52866005,Opioid intoxication delirium,,,
Encephalopathy,SNOMEDCT,84792001,Extradural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,371077002,Ventriculoperitoneal shunt malfunction,,,
Encephalopathy,SNOMEDCT,57148006,Congenital malformation of brain,,,
Encephalopathy,SNOMEDCT,312215006,Infective encephalitis,,,
Encephalopathy,SNOMEDCT,111673001,Subarachnoid hemorrhage following injury without open intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,67761004,Olivopontocerebellar degeneration,,,
Encephalopathy,SNOMEDCT,230430000,Symptomatic myoclonic epilepsy,,,
Encephalopathy,SNOMEDCT,230392005,Rhinencephalic epilepsy,,,
Encephalopathy,SNOMEDCT,85102008,Cerebellar ataxia,,,
Encephalopathy,SNOMEDCT,127308007,Intracranial hemorrhage following injury with loss of consciousness,,,
Encephalopathy,SNOMEDCT,230265002,Familial Alzheimer's disease of early onset,,,
Encephalopathy,SNOMEDCT,29807001,Brain stem contusion without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,92072003,Benign neoplasm of craniopharyngeal duct,,,
Encephalopathy,SNOMEDCT,443265004,Cognitive disorder,,,
Encephalopathy,SNOMEDCT,88651008,Closed skull fracture with cerebral laceration AND/OR contusion,,,
Encephalopathy,SNOMEDCT,8635005,Alcohol withdrawal delirium,,,
Encephalopathy,SNOMEDCT,95782001,See-saw nystagmus,,,
Encephalopathy,SNOMEDCT,59026006,Blepharospasm,,,
Encephalopathy,SNOMEDCT,230321007,Idiopathic non-familial dystonia,,,
Encephalopathy,SNOMEDCT,260912008,Abnormal involuntary movement,,,
Encephalopathy,SNOMEDCT,3331000119108,Laryngeal dystonia,,,
Encephalopathy,SNOMEDCT,195210002,Anterior cerebral artery syndrome,,,
Encephalopathy,SNOMEDCT,204022003,Cranial hydromeningocele,,,
Encephalopathy,SNOMEDCT,84181000119109,Complex partial seizure of occipital lobe,,,
Encephalopathy,SNOMEDCT,195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",,,
Encephalopathy,SNOMEDCT,403595006,Pinocchio syndrome,,,
Encephalopathy,SNOMEDCT,230428002,Idiopathic myoclonic epilepsy,,,
Encephalopathy,SNOMEDCT,230292008,Secondary parkinsonism,,,
Encephalopathy,SNOMEDCT,191454001,Presenile dementia with paranoia,,,
Encephalopathy,SNOMEDCT,22451001,Primary torsion dystonia,,,
Encephalopathy,SNOMEDCT,62239001,Parkinson-dementia complex of Guam,,,
Encephalopathy,SNOMEDCT,111641000119102,Congenital choroid plexus cyst,,,
Encephalopathy,SNOMEDCT,14401000119109,Partial frontal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,204068000,Multiple congenital cerebral cysts,,,
Encephalopathy,SNOMEDCT,713491003,Organic brain syndrome co-occurrent with human immunodeficiency virus infection,,,
Encephalopathy,SNOMEDCT,230526001,Compression of visual cortex,,,
Encephalopathy,SNOMEDCT,203936004,Lumbar spina bifida with hydrocephalus,,,
Encephalopathy,SNOMEDCT,230416005,Cryptogenic West syndrome,,,
Encephalopathy,SNOMEDCT,261808007,Neonatal cerebral hemorrhage,,,
Encephalopathy,SNOMEDCT,53318002,Spina bifida with hydrocephalus,,,
Encephalopathy,SNOMEDCT,186499007,Encephalitis lethargica,,,
Encephalopathy,SNOMEDCT,230429005,Early infantile epileptic encephalopathy with suppression bursts,,,
Encephalopathy,SNOMEDCT,74333002,Spasmodic torticollis,,,
Encephalopathy,SNOMEDCT,48721008,Tetraplegic cerebral palsy,,,
Encephalopathy,SNOMEDCT,450410005,Intracranial hemorrhage following injury,,,
Encephalopathy,SNOMEDCT,192704009,Post-immunisation encephalitis,,,
Encephalopathy,SNOMEDCT,127302008,Traumatic brain injury with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,135801000119109,Compression of brain due to focal lesion,,,
Encephalopathy,SNOMEDCT,230693009,Anterior cerebral circulation infarction,,,
Encephalopathy,SNOMEDCT,392662004,West Nile encephalitis,,,
Encephalopathy,SNOMEDCT,79578000,Alcohol paranoia,,,
Encephalopathy,SNOMEDCT,290711000119101,Status epilepticus due to intractable idiopathic generalized epilepsy,,,
Encephalopathy,SNOMEDCT,53521000119106,First generalised onset seizure,,,
Encephalopathy,SNOMEDCT,424151006,Anaplastic glioma of brain,,,
Encephalopathy,SNOMEDCT,22255007,Progressive multifocal leucoencephalopathy,,,
Encephalopathy,SNOMEDCT,78693004,Congenital hypoplasia of part of brain,,,
Encephalopathy,SNOMEDCT,22383006,Closed fracture of vault of skull with cerebral laceration AND/OR contusion,,,
Encephalopathy,SNOMEDCT,83367009,Amphetamine-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,59651006,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",,,
Encephalopathy,SNOMEDCT,301764006,Haematoma of brain,,,
Encephalopathy,SNOMEDCT,237692001,ACTH deficiency,,,
Encephalopathy,SNOMEDCT,37134004,Intracranial hemorrhage following injury without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,230405003,Chronic progressive epilepsia partialis continua of childhood,,,
Encephalopathy,SNOMEDCT,189179009,Craniopharyngioma,,,
Encephalopathy,SNOMEDCT,28394000,Toxic encephalopathy,,,
Encephalopathy,SNOMEDCT,230470007,Episodic tension-type headache,,,
Encephalopathy,SNOMEDCT,34938008,Alcohol-induced anxiety disorder,,,
Encephalopathy,SNOMEDCT,698725008,Dementia associated with neurosyphilis,,,
Encephalopathy,SNOMEDCT,52448006,Dementia,,,
Encephalopathy,SNOMEDCT,81780002,Beckwith-Wiedemann syndrome,,,
Encephalopathy,SNOMEDCT,111568001,Hypothalamic syndrome,,,
Encephalopathy,SNOMEDCT,230453004,Decision-making epilepsy,,,
Encephalopathy,SNOMEDCT,230704000,Multi-infarct state,,,
Encephalopathy,SNOMEDCT,189488006,"Neoplasm of uncertain or unknown behaviour of brain, infratentorial",,,
Encephalopathy,SNOMEDCT,45864009,Senile degeneration of brain,,,
Encephalopathy,SNOMEDCT,43727009,Disorder of visual cortex associated with neoplasm,,,
Encephalopathy,SNOMEDCT,4223005,Parkinsonism due to drug,,,
Encephalopathy,SNOMEDCT,230269008,Focal Alzheimer's disease,,,
Encephalopathy,SNOMEDCT,79745005,Reflex epilepsy,,,
Encephalopathy,SNOMEDCT,291311000119108,Status epilepticus in benign Rolandic epilepsy,,,
Encephalopathy,SNOMEDCT,420774007,Organic brain syndrome associated with AIDS,,,
Encephalopathy,SNOMEDCT,83942000,Acute disseminated encephalomyelitis,,,
Encephalopathy,SNOMEDCT,87476004,Convulsions in the newborn,,,
Encephalopathy,SNOMEDCT,10481000119108,Colloid brain cyst,,,
Encephalopathy,SNOMEDCT,705130002,Cerebral infarction due to thrombosis of middle cerebral artery,,,
Encephalopathy,SNOMEDCT,290871000119101,Infantile spasms co-occurrent with status epilepticus,,,
Encephalopathy,SNOMEDCT,230787005,Congenital expressive dysphasia,,,
Encephalopathy,SNOMEDCT,420675003,Supranuclear gaze palsy,,,
Encephalopathy,SNOMEDCT,253010003,Microprolactinoma,,,
Encephalopathy,SNOMEDCT,230317000,Drug-induced tardive dystonia,,,
Encephalopathy,SNOMEDCT,399244003,Disorder of pituitary gland,,,
Encephalopathy,SNOMEDCT,192877007,Paraneoplastic cerebellar degeneration,,,
Encephalopathy,SNOMEDCT,422873003,Refractory epilepsia partialis continua,,,
Encephalopathy,SNOMEDCT,119001000119108,Intractable simple partial epilepsy,,,
Encephalopathy,SNOMEDCT,84171000119106,Complex partial seizure of frontal lobe,,,
Encephalopathy,SNOMEDCT,698955006,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",,,
Encephalopathy,SNOMEDCT,230698000,Lacunar infarction,,,
Encephalopathy,SNOMEDCT,288461000119105,Psychosis caused by inhalant,,,
Encephalopathy,SNOMEDCT,425054007,Refractory occipital lobe epilepsy,,,
Encephalopathy,SNOMEDCT,133301000119102,Degenerative brain disorder caused by alcohol,,,
Encephalopathy,SNOMEDCT,17819003,Brain stem laceration without open intracranial wound AND with concussion,,,
Encephalopathy,SNOMEDCT,9678009,Herpetic meningoencephalitis,,,
Encephalopathy,SNOMEDCT,143001000119100,Encephalopathy due to avian influenza,,,
Encephalopathy,SNOMEDCT,206194008,Cerebral hematoma in fetus or newborn,,,
Encephalopathy,SNOMEDCT,29570005,Leigh's disease,,,
Encephalopathy,SNOMEDCT,26206000,Viral hepatitis B with hepatic coma,,,
Encephalopathy,SNOMEDCT,254956000,Pituitary adenoma,,,
Encephalopathy,SNOMEDCT,21007002,Wernicke's disease,,,
Encephalopathy,SNOMEDCT,95456009,Brain stem ischaemia,,,
Encephalopathy,SNOMEDCT,191457008,Senile dementia with depressive or paranoid features,,,
Encephalopathy,SNOMEDCT,195165005,Basal ganglia haemorrhage,,,
Encephalopathy,SNOMEDCT,28978003,Progressive supranuclear ophthalmoplegia,,,
Encephalopathy,SNOMEDCT,192926004,Multiple sclerosis of the brainstem,,,
Encephalopathy,SNOMEDCT,68504005,Ataxia-telangiectasia syndrome,,,
Encephalopathy,SNOMEDCT,1581000119101,Dementia of the Alzheimer type with behavioural disturbance,,,
Encephalopathy,SNOMEDCT,14309005,Anterior choroidal artery syndrome,,,
Encephalopathy,SNOMEDCT,28055006,West syndrome,,,
Encephalopathy,SNOMEDCT,67378005,Brain stem laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,87020000,Subarachnoid haemorrhage following injury without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,130121000119104,Dementia due to Rett's syndrome,,,
Encephalopathy,SNOMEDCT,230715005,Posterior circulation stroke of uncertain pathology,,,
Encephalopathy,SNOMEDCT,253103006,Frontal encephalocele,,,
Encephalopathy,SNOMEDCT,2109003,Isolated somatotropin deficiency,,,
Encephalopathy,SNOMEDCT,288861000119108,Opioid-induced mood disorder due to opioid dependence,,,
Encephalopathy,SNOMEDCT,191449005,Uncomplicated senile dementia,,,
Encephalopathy,SNOMEDCT,79348005,"Simple partial seizure, consciousness not impaired",,,
Encephalopathy,SNOMEDCT,84211000119108,Intractable complex partial parietal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,186624004,Acute hepatitis B with delta agent (coinfection) with hepatic coma,,,
Encephalopathy,SNOMEDCT,90898001,Open skull fracture with cerebral laceration AND/OR contusion,,,
Encephalopathy,SNOMEDCT,238979004,Hyposchemazia,,,
Encephalopathy,SNOMEDCT,129609000,Spinocerebellar ataxia,,,
Encephalopathy,SNOMEDCT,41783004,Traumatic anosmia,,,
Encephalopathy,SNOMEDCT,9366002,Palatal myoclonus,,,
Encephalopathy,SNOMEDCT,425957003,Non-traumatic intracerebral ventricular hemorrhage,,,
Encephalopathy,SNOMEDCT,53776005,Encephalocystocele,,,
Encephalopathy,SNOMEDCT,29212009,Alcohol-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,61104008,Inhalant-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,230417001,Symptomatic West syndrome,,,
Encephalopathy,SNOMEDCT,189162003,"Benign neoplasm of brain, supratentorial",,,
Encephalopathy,SNOMEDCT,427232004,Hemidystonia,,,
Encephalopathy,SNOMEDCT,68061000119109,Partial diabetes insipidus,,,
Encephalopathy,SNOMEDCT,430771000124100,Moderate dementia,,,
Encephalopathy,SNOMEDCT,13092008,Pick's disease,,,
Encephalopathy,SNOMEDCT,80868005,Cocaine withdrawal,,,
Encephalopathy,SNOMEDCT,3652007,Overproduction of growth hormone,,,
Encephalopathy,SNOMEDCT,41083005,Alcohol-induced sleep disorder,,,
Encephalopathy,SNOMEDCT,23931000119104,Hydrocephalus due to Arnold Chiari malformation type 2,,,
Encephalopathy,SNOMEDCT,32735002,Congenital syphilitic encephalitis,,,
Encephalopathy,SNOMEDCT,86558004,Cerebellar pressure cone,,,
Encephalopathy,SNOMEDCT,429408002,Low grade glioma of brain,,,
Encephalopathy,SNOMEDCT,230412007,Myoclonic epilepsy of early childhood,,,
Encephalopathy,SNOMEDCT,4945003,Microgyria,,,
Encephalopathy,SNOMEDCT,195189003,Cerebral infarction due to thrombosis of cerebral arteries,,,
Encephalopathy,SNOMEDCT,82339009,Amphetamine-induced anxiety disorder,,,
Encephalopathy,SNOMEDCT,397763006,Human immunodeficiency virus encephalopathy,,,
Encephalopathy,SNOMEDCT,206396002,"Intraventricular (nontraumatic) haemorrhage, grade 2, of foetus and newborn",,,
