Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,637562,gemifloxacin 320 MG Oral Tablet [Factive],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,644540,gatifloxacin Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,644541,gatifloxacin 40 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,645617,Cephalexin 333 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,648253,Phenazopyridine / Sulfamethoxazole / Trimethoprim Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,656857,Lincomycin Injectable Solution [Lincomed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,656858,Lincomycin 300 MG/ML Injectable Solution [Lincomed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,672154,Lincomycin 100 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,672156,Lincomycin 100 MG/ML Injectable Solution [Lincomed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,672912,24 HR Ciprofloxacin 500 MG Extended Release Oral Tablet [Proquin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,685543,24 HR Clarithromycin 500 MG Extended Release Oral Tablet [Biaxin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,685573,Clindamycin Injectable Solution [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,685574,50 ML Clindamycin 6 MG/ML Injection [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,685576,50 ML Clindamycin 18 MG/ML Injection [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,685578,50 ML Clindamycin 12 MG/ML Injection [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686350,Erythromycin Ethylsuccinate 200 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686355,erythromycin stearate 250 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686383,Erythromycin Ethylsuccinate 40 MG/ML / Sulfisoxazole 120 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686400,Erythromycin Ethylsuccinate 40 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686402,Erythromycin Ethylsuccinate 40 MG/ML Oral Suspension [EryPed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686405,Erythromycin Ethylsuccinate 400 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686406,erythromycin stearate 500 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686418,Erythromycin Ethylsuccinate 80 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,686420,Erythromycin Ethylsuccinate 80 MG/ML Oral Suspension [EryPed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,687203,Metronidazole Extended Release Oral Tablet [Flagyl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,687204,24 HR Metronidazole 750 MG Extended Release Oral Tablet [Flagyl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,687210,Metronidazole Oral Capsule [Flagyl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,687211,Metronidazole 375 MG Oral Capsule [Flagyl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,700408,Doxycycline Monohydrate 75 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,700410,Doxycycline Monohydrate 75 MG Oral Capsule [Monodox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,702295,Doxycycline Oral Suspension [Vibramycin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,702296,Doxycycline Calcium 10 MG/ML Oral Suspension [Vibramycin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,705008,Cefixime 40 MG/ML Oral Suspension [Suprax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,705974,Erythromycin Delayed Release Oral Capsule [Eryc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,706461,Clindamycin 150 MG/ML Injectable Solution [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,727620,Penicillin G Prefilled Syringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,727622,Penicillin G Prefilled Syringe [Permapen],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,728207,Doxycycline Monohydrate 150 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,730064,Doxycycline Oral Capsule [Adoxa],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,730065,Doxycycline Monohydrate 150 MG Oral Capsule [Adoxa],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,730595,Penicillin G Prefilled Syringe [Bicillin L-A],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,731540,Penicillin G Prefilled Syringe [Bicillin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,731572,penicillin G benzathine 600000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,731575,penicillin G benzathine 300000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,744808,doripenem 500 MG Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,744812,doripenem 500 MG Injection [DORIBAX],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,745286,Penicillin G Potassium 250000 UNT Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,745292,Penicillin G Potassium 400000 UNT Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,745302,Penicillin G Sodium 100000 UNT/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,745303,penicillin G procaine 300000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,745477,penicillin G benzathine 900000 UNT/ML / penicillin G procaine 300000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,745561,penicillin G procaine 600000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,746685,Doxycycline Oral Capsule [Oraxyl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,746686,doxycycline hyclate 20 MG Oral Capsule [Oraxyl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,748742,Clindamycin Oral Solution [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,748743,Clindamycin 15 MG/ML Oral Solution [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,748745,Clindamycin Oral Capsule [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,748746,Clindamycin 150 MG Oral Capsule [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,748748,Clindamycin 300 MG Oral Capsule [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,748750,Clindamycin 75 MG Oral Capsule [Cleocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,750838,Erythromycin Oral Tablet [Erythrocin Stearate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,750839,erythromycin stearate 250 MG Oral Tablet [Erythrocin Stearate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,750841,erythromycin stearate 500 MG Oral Tablet [Erythrocin Stearate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,755473,Lincomycin 50 MG/ML Oral Solution [Lincocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,755615,Cephalexin 100 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,755616,Cephalexin 25 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,755617,Cephalexin 50 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,755852,Colistin 50000 UNT/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,756123,Lincomycin 50 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,756185,Spiramycin 25 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,756252,Ampicillin 25 MG/ML / Floxacillin 25 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,756406,Cephalexin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,756970,Lincomycin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,756971,Lincomycin Oral Solution [Lincocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,757318,Spiramycin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,757319,Sulfamethoxazole / Trimethoprim Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,757326,Ampicillin / Floxacillin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,759721,Cephalexin 333 MG Oral Capsule [Keflex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,762389,Doxycycline Oral Tablet [Alodox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,762390,doxycycline hyclate 20 MG Oral Tablet [Alodox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,762419,Minocycline Oral Tablet [Cleeravue-M],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,762420,Minocycline 50 MG Oral Tablet [Cleeravue-M],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,789980,Ampicillin 100 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,791939,Amoxicillin 100 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,791941,Amoxicillin Oral Tablet [Biomox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,791942,Amoxicillin 100 MG Oral Tablet [Biomox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,791944,Amoxicillin 200 MG Oral Tablet [Biomox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,791947,Amoxicillin 50 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,791949,Amoxicillin 50 MG Oral Tablet [Biomox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,794761,Ciprofloxacin Extended Release Oral Tablet [Cipro],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,799048,doxycycline hyclate 150 MG Delayed Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,800493,doxycycline hyclate 150 MG Delayed Release Oral Tablet [Doryx],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,801152,Cefadroxil Oral Suspension [Cefa],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,801153,Cefadroxil 50 MG/ML Oral Suspension [Cefa],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,802549,Amoxicillin Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,802550,Amoxicillin 775 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,807032,"Hyoscyamine / Methenamine / Methylene blue / phenyl salicylate / Sodium Phosphate, Monobasic Oral Tablet [Utira]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,807346,alatrofloxacin Injectable Solution [Trovan IV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,807347,alatrofloxacin 5 MG/ML Injectable Solution [Trovan IV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,808917,Fosfomycin 3000 MG Powder for Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,808921,Fosfomycin 3000 MG Powder for Oral Solution [Monurol],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,824185,Amoxicillin / Clavulanate Oral Tablet [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,824186,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,824190,Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,824194,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,828245,Amoxicillin Extended Release Oral Tablet [Moxatag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,828246,Amoxicillin 775 MG Extended Release Oral Tablet [Moxatag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,828836,spectinomycin hydrochloride 400 MG/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,829031,"methenamine mandelate 500 MG / Sodium Phosphate, Monobasic 500 MG Oral Tablet [Uroqid-Acid No.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,830604,Doxycycline Oral Tablet [Avidoxy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,830605,Doxycycline Monohydrate 100 MG Oral Tablet [Avidoxy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,834040,Penicillin V Potassium 50 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,834046,Penicillin V Potassium 25 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,834061,Penicillin V Potassium 250 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,834102,Penicillin V Potassium 500 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,846994,Amoxicillin 150 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,847360,cefditoren pivoxil 400 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,847362,cefditoren pivoxil 400 MG Oral Tablet [Spectracef],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,847365,cefditoren pivoxil 200 MG Oral Tablet [Spectracef],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,847488,24 HR Ciprofloxacin 1000 MG Extended Release Oral Tablet [Cipro],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,848118,Erythromycin Delayed Release Oral Tablet [PCE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,848119,Erythromycin 333 MG Delayed Release Oral Tablet [PCE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,848121,Erythromycin 500 MG Delayed Release Oral Tablet [PCE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,849580,Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Bactrim],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,853019,Clindamycin 25 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,853066,Clavulanate 1 MG/ML / Ticarcillin 30 MG/ML Injectable Solution [Timentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,854812,Nalidixic Acid 1000 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,854815,Nalidixic Acid 250 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,854818,Nalidixic Acid 50 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,854822,Nalidixic Acid 500 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,854884,Nalidixic Acid 60 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,857012,"Hyoscyamine / Methenamine / Methylene blue / phenyl salicylate / Sodium Phosphate, Monobasic Oral Capsule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,857015,"Hyoscyamine / Methenamine / Methylene blue / phenyl salicylate / Sodium Phosphate, Monobasic Oral Capsule [UTICAP]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,858062,24 HR Minocycline 115 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,858064,24 HR Minocycline 115 MG Extended Release Oral Tablet [Solodyn],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,858372,24 HR Minocycline 65 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,858374,24 HR Minocycline 65 MG Extended Release Oral Tablet [Solodyn],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,860441,Vancomycin 100 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,860777,250 ML moxifloxacin 1.6 MG/ML Injection [Avelox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,861061,Doxycycline Monohydrate 5 MG/ML Oral Suspension [Vibramycin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,861416,Azithromycin 1000 MG Powder for Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,861417,Azithromycin 1000 MG Powder for Oral Suspension [Zithromax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,861689,12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,863538,Penicillin G Potassium 1000000 UNT/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,863602,Erythromycin Oral Suspension [E.E.S.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,863603,Erythromycin Ethylsuccinate 40 MG/ML Oral Suspension [E.E.S.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,863605,Erythromycin Oral Tablet [E.E.S.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,863606,Erythromycin Ethylsuccinate 400 MG Oral Tablet [E.E.S.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,877486,Ofloxacin 600 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,882545,Penicillin G Injectable Suspension [PenJect],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,882546,penicillin G procaine 300000 UNT/ML Injectable Suspension [PenJect],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,884254,Piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution [Zosyn],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892781,cefpodoxime Oral Tablet [Simplicef],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892782,cefpodoxime 100 MG Oral Tablet [Simplicef],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892784,cefpodoxime 200 MG Oral Tablet [Simplicef],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892801,ormetoprim / Sulfadimethoxine Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892802,ormetoprim 20 MG / Sulfadimethoxine 100 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892808,ormetoprim 100 MG / Sulfadimethoxine 500 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892818,ormetoprim 200 MG / Sulfadimethoxine 1000 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,892825,ormetoprim 40 MG / Sulfadimethoxine 200 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,894882,Sulfadiazine / Trimethoprim Oral Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,894883,Sulfadiazine 0.333 MG/MG / Trimethoprim 0.067 MG/MG Oral Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,894886,Sulfadiazine / Trimethoprim Oral Powder [Uniprim],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,894887,Sulfadiazine 0.333 MG/MG / Trimethoprim 0.067 MG/MG Oral Powder [Uniprim],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
