code_type,code_value,description,hcc_id
ICD10CM,K94.32,Esophagostomy infection,188
ICD10CM,K94.33,Esophagostomy malfunction,188
ICD10CM,K94.39,Other complications of esophagostomy,188
ICD10CM,Z43.1,Encounter for attention to gastrostomy,188
ICD10CM,Z43.2,Encounter for attention to ileostomy,188
ICD10CM,Z43.3,Encounter for attention to colostomy,188
ICD10CM,Z43.4,Encounter for attention to other artificial openings of digestive tract,188
ICD10CM,Z43.5,Encounter for attention to cystostomy,188
ICD10CM,Z43.6,Encounter for attention to other artificial openings of urinary tract,188
ICD10CM,Z43.8,Encounter for attention to other artificial openings,188
ICD10CM,Z43.9,Encounter for attention to unspecified artificial opening,188
ICD10CM,Z93.1,Gastrostomy status,188
ICD10CM,Z93.2,Ileostomy status,188
ICD10CM,Z93.3,Colostomy status,188
ICD10CM,Z93.4,Other artificial openings of gastrointestinal tract status,188
ICD10CM,Z93.50,Unspecified cystostomy status,188
ICD10CM,Z93.51,Cutaneous-vesicostomy status,188
ICD10CM,Z93.52,Appendico-vesicostomy status,188
ICD10CM,Z93.59,Other cystostomy status,188
ICD10CM,Z93.6,Other artificial openings of urinary tract status,188
ICD10CM,Z93.8,Other artificial opening status,188
ICD10CM,Z93.9,"Artificial opening status, unspecified",188
ICD10CM,G54.6,Phantom limb syndrome with pain,189
ICD10CM,G54.7,Phantom limb syndrome without pain,189
ICD10CM,S48.011S,"Complete traumatic amputation at right shoulder joint, sequela",189
ICD10CM,S48.012S,"Complete traumatic amputation at left shoulder joint, sequela",189
ICD10CM,S48.019S,"Complete traumatic amputation at unspecified shoulder joint, sequela",189
ICD10CM,S48.021S,"Partial traumatic amputation at right shoulder joint, sequela",189
ICD10CM,S48.022S,"Partial traumatic amputation at left shoulder joint, sequela",189
ICD10CM,S48.029S,"Partial traumatic amputation at unspecified shoulder joint, sequela",189
ICD10CM,S48.111S,"Complete traumatic amputation at level between right shoulder and elbow, sequela",189
ICD10CM,S48.112S,"Complete traumatic amputation at level between left shoulder and elbow, sequela",189
ICD10CM,S48.119S,"Complete traumatic amputation at level between unspecified shoulder and elbow, sequela",189
ICD10CM,S48.121S,"Partial traumatic amputation at level between right shoulder and elbow, sequela",189
ICD10CM,S48.122S,"Partial traumatic amputation at level between left shoulder and elbow, sequela",189
ICD10CM,S48.129S,"Partial traumatic amputation at level between unspecified shoulder and elbow, sequela",189
ICD10CM,S48.911S,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, sequela",189
ICD10CM,S48.912S,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, sequela",189
ICD10CM,S48.919S,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",189
ICD10CM,S48.921S,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, sequela",189
ICD10CM,S48.922S,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, sequela",189
ICD10CM,S48.929S,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",189
ICD10CM,S58.011S,"Complete traumatic amputation at elbow level, right arm, sequela",189
ICD10CM,S58.012S,"Complete traumatic amputation at elbow level, left arm, sequela",189
ICD10CM,S58.019S,"Complete traumatic amputation at elbow level, unspecified arm, sequela",189
ICD10CM,S58.021S,"Partial traumatic amputation at elbow level, right arm, sequela",189
ICD10CM,S58.022S,"Partial traumatic amputation at elbow level, left arm, sequela",189
ICD10CM,S58.029S,"Partial traumatic amputation at elbow level, unspecified arm, sequela",189
ICD10CM,S58.111S,"Complete traumatic amputation at level between elbow and wrist, right arm, sequela",189
ICD10CM,S58.112S,"Complete traumatic amputation at level between elbow and wrist, left arm, sequela",189
ICD10CM,S58.119S,"Complete traumatic amputation at level between elbow and wrist, unspecified arm, sequela",189
ICD10CM,S58.121S,"Partial traumatic amputation at level between elbow and wrist, right arm, sequela",189
ICD10CM,S58.122S,"Partial traumatic amputation at level between elbow and wrist, left arm, sequela",189
ICD10CM,S58.129S,"Partial traumatic amputation at level between elbow and wrist, unspecified arm, sequela",189
ICD10CM,S58.911S,"Complete traumatic amputation of right forearm, level unspecified, sequela",189
ICD10CM,S58.912S,"Complete traumatic amputation of left forearm, level unspecified, sequela",189
ICD10CM,S58.919S,"Complete traumatic amputation of unspecified forearm, level unspecified, sequela",189
ICD10CM,S58.921S,"Partial traumatic amputation of right forearm, level unspecified, sequela",189
ICD10CM,S58.922S,"Partial traumatic amputation of left forearm, level unspecified, sequela",189
ICD10CM,S58.929S,"Partial traumatic amputation of unspecified forearm, level unspecified, sequela",189
ICD10CM,S68.011S,"Complete traumatic metacarpophalangeal amputation of right thumb, sequela",189
ICD10CM,S68.012S,"Complete traumatic metacarpophalangeal amputation of left thumb, sequela",189
ICD10CM,S68.019S,"Complete traumatic metacarpophalangeal amputation of unspecified thumb, sequela",189
ICD10CM,S68.021S,"Partial traumatic metacarpophalangeal amputation of right thumb, sequela",189
ICD10CM,S68.022S,"Partial traumatic metacarpophalangeal amputation of left thumb, sequela",189
ICD10CM,S68.029S,"Partial traumatic metacarpophalangeal amputation of unspecified thumb, sequela",189
ICD10CM,S68.110S,"Complete traumatic metacarpophalangeal amputation of right index finger, sequela",189
ICD10CM,S68.111S,"Complete traumatic metacarpophalangeal amputation of left index finger, sequela",189
ICD10CM,S68.112S,"Complete traumatic metacarpophalangeal amputation of right middle finger, sequela",189
ICD10CM,S68.113S,"Complete traumatic metacarpophalangeal amputation of left middle finger, sequela",189
ICD10CM,S68.114S,"Complete traumatic metacarpophalangeal amputation of right ring finger, sequela",189
ICD10CM,S68.115S,"Complete traumatic metacarpophalangeal amputation of left ring finger, sequela",189
ICD10CM,S68.116S,"Complete traumatic metacarpophalangeal amputation of right little finger, sequela",189
ICD10CM,S68.117S,"Complete traumatic metacarpophalangeal amputation of left little finger, sequela",189
ICD10CM,S68.118S,"Complete traumatic metacarpophalangeal amputation of other finger, sequela",189
ICD10CM,S68.119S,"Complete traumatic metacarpophalangeal amputation of unspecified finger, sequela",189
ICD10CM,S68.120S,"Partial traumatic metacarpophalangeal amputation of right index finger, sequela",189
ICD10CM,S68.121S,"Partial traumatic metacarpophalangeal amputation of left index finger, sequela",189
ICD10CM,S68.122S,"Partial traumatic metacarpophalangeal amputation of right middle finger, sequela",189
ICD10CM,S68.123S,"Partial traumatic metacarpophalangeal amputation of left middle finger, sequela",189
ICD10CM,S68.124S,"Partial traumatic metacarpophalangeal amputation of right ring finger, sequela",189
ICD10CM,S68.125S,"Partial traumatic metacarpophalangeal amputation of left ring finger, sequela",189
ICD10CM,S68.126S,"Partial traumatic metacarpophalangeal amputation of right little finger, sequela",189
ICD10CM,S68.127S,"Partial traumatic metacarpophalangeal amputation of left little finger, sequela",189
ICD10CM,S68.128S,"Partial traumatic metacarpophalangeal amputation of other finger, sequela",189
ICD10CM,S68.129S,"Partial traumatic metacarpophalangeal amputation of unspecified finger, sequela",189
ICD10CM,S68.411S,"Complete traumatic amputation of right hand at wrist level, sequela",189
ICD10CM,S68.412S,"Complete traumatic amputation of left hand at wrist level, sequela",189
ICD10CM,S68.419S,"Complete traumatic amputation of unspecified hand at wrist level, sequela",189
ICD10CM,S68.421S,"Partial traumatic amputation of right hand at wrist level, sequela",189
ICD10CM,S68.422S,"Partial traumatic amputation of left hand at wrist level, sequela",189
ICD10CM,S68.429S,"Partial traumatic amputation of unspecified hand at wrist level, sequela",189
ICD10CM,S68.511S,"Complete traumatic transphalangeal amputation of right thumb, sequela",189
ICD10CM,S68.512S,"Complete traumatic transphalangeal amputation of left thumb, sequela",189
ICD10CM,S68.519S,"Complete traumatic transphalangeal amputation of unspecified thumb, sequela",189
ICD10CM,S68.521S,"Partial traumatic transphalangeal amputation of right thumb, sequela",189
ICD10CM,S68.522S,"Partial traumatic transphalangeal amputation of left thumb, sequela",189
ICD10CM,S68.529S,"Partial traumatic transphalangeal amputation of unspecified thumb, sequela",189
ICD10CM,S68.610S,"Complete traumatic transphalangeal amputation of right index finger, sequela",189
ICD10CM,S68.611S,"Complete traumatic transphalangeal amputation of left index finger, sequela",189
ICD10CM,S68.612S,"Complete traumatic transphalangeal amputation of right middle finger, sequela",189
ICD10CM,S68.613S,"Complete traumatic transphalangeal amputation of left middle finger, sequela",189
ICD10CM,S68.614S,"Complete traumatic transphalangeal amputation of right ring finger, sequela",189
ICD10CM,S68.615S,"Complete traumatic transphalangeal amputation of left ring finger, sequela",189
ICD10CM,S68.616S,"Complete traumatic transphalangeal amputation of right little finger, sequela",189
ICD10CM,S68.617S,"Complete traumatic transphalangeal amputation of left little finger, sequela",189
ICD10CM,S68.618S,"Complete traumatic transphalangeal amputation of other finger, sequela",189
ICD10CM,S68.619S,"Complete traumatic transphalangeal amputation of unspecified finger, sequela",189
ICD10CM,S68.620S,"Partial traumatic transphalangeal amputation of right index finger, sequela",189
ICD10CM,S68.621S,"Partial traumatic transphalangeal amputation of left index finger, sequela",189
ICD10CM,S68.622S,"Partial traumatic transphalangeal amputation of right middle finger, sequela",189
ICD10CM,S68.623S,"Partial traumatic transphalangeal amputation of left middle finger, sequela",189
ICD10CM,S68.624S,"Partial traumatic transphalangeal amputation of right ring finger, sequela",189
ICD10CM,S68.625S,"Partial traumatic transphalangeal amputation of left ring finger, sequela",189
ICD10CM,S68.626S,"Partial traumatic transphalangeal amputation of right little finger, sequela",189
ICD10CM,S68.627S,"Partial traumatic transphalangeal amputation of left little finger, sequela",189
ICD10CM,S68.628S,"Partial traumatic transphalangeal amputation of other finger, sequela",189
ICD10CM,S68.629S,"Partial traumatic transphalangeal amputation of unspecified finger, sequela",189
ICD10CM,S68.711S,"Complete traumatic transmetacarpal amputation of right hand, sequela",189
ICD10CM,S68.712S,"Complete traumatic transmetacarpal amputation of left hand, sequela",189
ICD10CM,S68.719S,"Complete traumatic transmetacarpal amputation of unspecified hand, sequela",189
ICD10CM,S68.721S,"Partial traumatic transmetacarpal amputation of right hand, sequela",189
ICD10CM,S68.722S,"Partial traumatic transmetacarpal amputation of left hand, sequela",189
ICD10CM,S68.729S,"Partial traumatic transmetacarpal amputation of unspecified hand, sequela",189
ICD10CM,S78.011D,"Complete traumatic amputation at right hip joint, subsequent encounter",189
ICD10CM,S78.011S,"Complete traumatic amputation at right hip joint, sequela",189
ICD10CM,S78.012D,"Complete traumatic amputation at left hip joint, subsequent encounter",189
ICD10CM,S78.012S,"Complete traumatic amputation at left hip joint, sequela",189
ICD10CM,S78.019D,"Complete traumatic amputation at unspecified hip joint, subsequent encounter",189
ICD10CM,S78.019S,"Complete traumatic amputation at unspecified hip joint, sequela",189
ICD10CM,S78.021D,"Partial traumatic amputation at right hip joint, subsequent encounter",189
ICD10CM,S78.021S,"Partial traumatic amputation at right hip joint, sequela",189
ICD10CM,S78.022D,"Partial traumatic amputation at left hip joint, subsequent encounter",189
ICD10CM,S78.022S,"Partial traumatic amputation at left hip joint, sequela",189
